
'SRNPBN2PIO37', 'C',
'FSLSQUOGJN89', '0',
'71QLMHFE3O9S', 'D',
'9K5WA9O1XFKF', '0',
'8O832O8MQBTL', '0',
'KWJ4REOQNM4Y', 'D',
'REMWFAMVFZAC', 'D',
'DIK0D7781RK5', 'D',
'Y9KTH2CM52JN', '0',
'ROGND5CTMBNS', 'D',
'XO5ROE2ND9E7', '0',
'OT9Q8B5EQ3TV', 'D',
'RJ3FFP4PI4UC', '0',
'0FZFTZ30Y5E4', '0',
'GZQSZHQHFZ2Z', '0',
'SA5UAD6ROSTU', '0',
'MCY2HDH45S04', 'D',
'1GIR81J7M5M2', '0',
'OYX9ZUNVJ7S4', 'D',
'0I98JR3GISZJ', '0',
'SV9JWVDR1OH0', '0',
'LHGCUHYP4QSE', '0',
'TI05PNHT9684', '0',
'W9AZ1RQ4O18Z', '0',
'UELKN0ZY04PV', '0',
'MMRP1GMPJT8E', 'D',
'BJUXOZ9F5ZGC', 'D',
'SGY51MCKHBT4', 'D',
'3RXX8FOGK71W', '0',
'G5RPQSG7TWJW', 'D',
'G98ZQ1N6UYFC', 'D',
'M31ATJ00NNRG', '0',
'WCCDVTCS9LEA', '0',
'NGKFBVLUXJ96', '0',
'ROVD6P143491', '0',
'WO1V516PJW0A', '0',
'1AJ7ZAQ7XQ1D', 'D',
'WTXUZI302W8E', '0',
'PY0PW6QWMUWD', '0',
'R8OTXRZIQJAC', 'C',
'EQB3LX74EDDE', '0',
'JM5KTOZTAZDY', '0',
'WB3W45CMTUW9', '0',
'ZUED3BTQMAA7', 'D',
'5DJUHWP4LU8S', 'D',
'2I5R763R4836', '0',
'K68YBGC25PRU', '0',
'WZX8EQPI27ED', '0',
'XALM33EKXNYN', '0',
'RK4N88FFZBGT', '0',
'E5D007Y1FGE9', '0',
'3IIZUZ6ENON8', 'D',
'NS7R4IFNG76P', '0',
'AT4SL1YBPAJB', '0',
'IXJE14HOVF69', '0',
'9KUKR7GSF8V5', 'D',
'JOT7V9JG0G3V', 'D',
'FWA3JQPTYLBJ', '0',
'59L82IJHT6YV', '0',
'7NQS4MZRMVSN', '0',
'2EUK49CAAVDJ', '0',
'TW57MZY6WEOM', '0',
'XURB6PG84NTE', 'D',
'JE0ZJ7UCFJUC', 'D',
'2VYG7XTYGEVP', '0',
'N9EP3U9PPDTV', '0',
'JAZ0EFGU1N9M', 'D',
'7OHDTN6BNV4M', '0',
'E5LU7AG2JV2N', '0',
'39DIAOF5O7QW', 'D',
'5AHFF529JRAL', 'D',
'N1IAAXPYAWEP', 'D',
'UE9RTYEB6ZN8', '0',
'PAKK0PCNWKUQ', '0',
'XB6KSSZEWX7H', '0',
'UNEKLIR0YTFP', '0',
'O64S3HN50MZT', 'D',
'2E7PO43YOQED', '0',
'OM1N0S42O41O', 'D',
'E3B4HXA9QA1N', '0',
'IQ53R9ODV0RY', '0',
'OWG8DX2AXLKQ', 'D',
'WPB2RXEZ24EE', 'D',
'XHIEZQLRQ9UX', 'D',
'ERWWV4FJP9XA', '0',
'F62PBHXS2UFG', '0',
'OM2PMG6ZC8XG', 'D',
'E5FCSD9KLXOB', '0',
'3QG3XY9Q2L6S', 'D',
'KVU34F6RKBRL', '0',
'4DVOGDRLZMHO', '0',
'VMQGJP49U499', '0',
'BHXRZD8SMWGD', 'D',
'VEE4O53NQQMI', 'D',
'W1AKYF7KDNBU', '0',
'5T0V8KSMBDTH', '0',
'M4GI7PAOAWI3', '0',
'T5Q0Q36U0W0S', '0',
'JVV6YJMHPSMM', '0',
'35BS52LHDMPT', 'D',
'MX2BPZZGCQ6P', '0',
'4W1YDTRF0JIR', 'D',
'OP28K5QAUMPI', '0',
'4PPRGG47JYC0', '0',
'8AUEOUO0P7KR', '0',
'6ENV0RKKBVIJ', '0',
'GGFHXPK1G16E', 'D',
'7N7WB0ULNZP7', '0',
'VZFFT18QGK5L', '0',
'HZXO9W377D4J', 'D',
'E8Y9JCWOG6PS', '0',
'0YJ114U8VQ9R', '0',
'AD8F88P6PUWQ', 'D',
'2LSDXZYR63VI', 'C',
'KSMPQY3MIYO0', 'D',
'FH0TK6MYD4ZT', 'D',
'TKJVYN16LJVY', 'D',
'ZFJDB30V5730', '0',
'702FGWT8S5MQ', 'D',
'HZ8OLIWQSZBP', 'D',
'Z7SWENA6WNGT', '0',
'52EWBSBYRELZ', 'B',
'P58UZN9RXNPK', 'D',
'2N5LMX7FOQOR', 'D',
'DROMBZL812RO', '0',
'SHWIP3H1EWHT', '0',
'M5AP4R98HK31', '0',
'JTNLT2SK1ERW', 'D',
'ZQYWFDX7TXAX', 'D',
'3OE9HVIQ86A8', 'D',
'L3U34M7COWIC', '0',
'A2UK37APPCND', 'C',
'90F6RN4TXH8U', '0',
'B6RI8FYYYX7V', '0',
'4HO6YDUSH6IC', 'D',
'2X7444I79ZLP', '0',
'XB0UCNKRWFNS', '0',
'XRCMHW4AX3X7', 'C',
'PSJQSNMPC6C0', 'D',
'AB55CZZQJC2T', '0',
'EH54R20F4SJ3', '0',
'F9DMUEKQR2OA', '0',
'NO12VA2WTR4B', '0',
'FKXX4MH834R9', 'D',
'63MPVT8WW08K', '0',
'F260HW6KNOD7', '0',
'ZVMH536C79MD', 'D',
'3XTLTEWYYBFS', 'D',
'FEURUKINDG9L', 'D',
'XH16TFEXWZ18', '0',
'RBTFY1T3VVEM', '0',
'RSNYNR90PHAG', '0',
'4OC7GTQUBFD3', 'D',
'966XNS7GIAZM', '0',
'4NSX6U7URLQO', '0',
'1ZM1S0M7MC43', '0',
'EZIXDOW8L9O8', 'D',
'5RDLHCZ7TDIA', 'D',
'4MG33TVZSU2V', '0',
'H1IHY83LRJ0E', 'D',
'EVB8J2FE1R9E', '0',
'20N00NMWH7SB', '0',
'ABG14VV52CP2', 'D',
'N82LJVDUG898', '0',
'RXX3HCYGK0NW', 'D',
'SO3ZSNT5IBCL', '0',
'DFRF0KH22G97', '0',
'M9L9WOIFLF2Y', 'D',
'NBE8HZ2SG26U', '0',
'C6CPTQH6LT0C', '0',
'7FLX2LO20MTC', '0',
'VQ8CCS7SMMA9', '0',
'O11NNXJH7G8M', '0',
'ZGMY5K0FYDKH', '0',
'P7L0KKGZPG7Z', '0',
'HNUNTJ42QELK', 'D',
'JHU8RCOG8932', 'D',
'EN1CN0AWH1J3', '0',
'1CBXRXM24Q6M', 'D',
'IMI632CMRSKK', 'D',
'TAB5CD2KTI6G', 'D',
'4UKSH3HFHBV1', 'D',
'2PVO1PET9XJ8', '0',
'RTC73F3OA1AV', 'D',
'LDJ9IGJSZHTZ', '0',
'Z3SKJOGL0HOR', '0',
'NBU5ZPH81CGR', '0',
'LGTKZZQH8J7H', 'D',
'B7RXDQ1IJ41A', '0',
'VBDVK6UAOFHN', '0',
'2JG53R5UC443', 'D',
'IMLDAR7GS7YO', '0',
'5AEMLN9F1EJ8', 'D',
'JC3KOQ0598W4', 'D',
'S2Y9SMSRAHWB', '0',
'MGTK5IA4BQXR', 'D',
'4T2ABRJV94G7', 'D',
'75OJHBRWFTYW', 'D',
'9KBGW98DVX3F', '0',
'9VJWNV26L5DZ', '0',
'3GY5UGL14U7J', 'D',
'0X38UDCCAB5V', '0',
'N4YXCG1HFTS8', 'D',
'6FVP5JZIUU7R', 'D',
'BWM43V5GE4BC', '0',
'Z0K1DAN5JWKI', 'D',
'Y7X0O8CD0F2K', '0',
'QIC5EQT004ZR', '0',
'PJ1Z1K7ITYCT', '0',
'BOEZ7R3YO1FD', 'C',
'6662G1XJM1RM', '0',
'6GG9A7OCRGEA', 'D',
'5TR5SWWACKOC', '0',
'Q1VBTBDPNA3X', 'D',
'FUITAOTAZDDC', '0',
'68ZOOMQRHOL7', '0',
'0WQ75S9OXKS0', '0',
'R26NACV6EAJ7', '0',
'T6VFGSP8P53H', '0',
'DUGTHY5K1W8N', '0',
'RDSJ4Y32JT3N', '0',
'CJRQ6BA5LLZW', '0',
'OKTMPQY3DX5F', 'D',
'GL0OID12A84D', 'D',
'FEKGVJX1YD97', '0',
'EIUWS0G3TR6W', '0',
'VKXP57626QG0', 'D',
'4499PL1BFKHD', '0',
'7GWDYSK06SQ1', '0',
'2FW7TU4KWUK1', 'D',
'MM2Y11HP3T85', '0',
'IO1DA0IHGDY8', '0',
'Q2LTZUSQ4FJK', '0',
'E11RHS0OZA6P', 'D',
'U0UG2T0NXCWB', 'D',
'FS8VCJAQCRS0', '0',
'59X8ZNZ0PEIJ', 'D',
'Q30MR0M83LY8', '0',
'LHWFL657A6ON', '0',
'B0B9YF1SIPY7', 'D',
'FFUA1PVJF16P', 'D',
'1X6JNKIIJFKE', 'D',
'YW2B6X40S53S', '0',
'L96PVJ6PW6FE', '0',
'UGC51LKPCWOB', '0',
'K5V9JN2XIXIJ', 'D',
'63YDOH87FFDJ', '0',
'V281O4E1A05T', '0',
'DFGA9HP2F6FP', '0',
'AIWHQAKR47TW', 'D',
'P6DU5VJ0DSR8', '0',
'MRSHL249LLEG', 'D',
'YKE3NMDJUBUN', 'D',
'HAGE1G1VMJ9X', '0',
'DKICH4ZMDCG1', '0',
'H4PUJ24XHMFT', 'D',
'3Y3EQHEDJJR2', '0',
'MBYP6HAI3874', 'B',
'XL8KDJVV84WL', '0',
'0DP8EISSW4DC', '0',
'ZS5EV8SDS7RF', 'D',
'G5R0G7NZNCWZ', 'D',
'GY1HL500GZ9Q', 'D',
'C2MVTIWCR280', '0',
'UDSQXB9R9X7J', 'D',
'GPR3UW8DZE6P', '0',
'OOVF7POJWK80', '0',
'T68TDMGH8RDE', '0',
'URWSJX7DHGQ2', '0',
'WIOMSCQS3W00', '0',
'WPL7F657IRW0', 'D',
'W04H0PUT6428', 'D',
'RETW37T4VNBE', 'D',
'VL6V37QWNG9V', '0',
'2AY9LCO6VWY4', '0',
'5R99J55I3SX9', 'D',
'VXG1ETQNRKH5', 'D',
'PPRKZDFE3HSB', 'D',
'WAQQKUFOHXNE', '0',
'Y1548X2FI20B', 'D',
'JR04SI6UR7NB', 'D',
'93ZOV9R6C8OS', '0',
'AUHNHXIXTR4N', '0',
'H4OCBJ97UNPT', '0',
'HO5NI3V7WTVH', 'D',
'4J7RFYNW93UB', '0',
'ZP9RO6SBDQQZ', 'D',
'ZE6UAGFH47Z1', '0',
'YSNIWCAQ6H33', 'D',
'6TKFS5RICDSW', '0',
'SPUEXYBGNBJ6', 'D',
'Z5WL6W9WIREQ', 'D',
'WMOYYU8SMHVN', 'D',
'UXY3GF6RRGMF', '0',
'NAU3WOG8L9RB', 'D',
'465EYUG1MTYL', 'D',
'DX3W3X19GPIJ', '0',
'I8T8G8IJUN6I', 'D',
'SC550H0AJMZP', '0',
'Y9S8ORSNXPKK', '0',
'LSM7TI3B3W3P', '0',
'NMCJ9UNAWQIF', 'D',
'C5Q8YU44K8QJ', '0',
'CWJKE82S2RF2', '0',
'JFW60GAPCSY3', '0',
'YBW0BYLI9QC1', '0',
'GXF89HMLNVGP', '0',
'BERL6M89WYYT', '0',
'9NN5U8HISWZM', 'D',
'4BI7G9XKKDLY', '0',
'DJVHDNRLQ009', '0',
'0R2ABKO6VFFW', 'D',
'43SOU2LWQN2K', '0',
'G53S328RWIVH', '0',
'EDMZ4I9J637E', 'D',
'RIVVZ17JONXX', 'D',
'X4OKGK4QUMV9', '0',
'Y6E3X7S6SPZT', 'D',
'20T1JXZ3MOGH', 'D',
'ARN5O1N4NHGX', '0',
'LS0G87ZKQA1H', 'D',
'P0VYYJ47007J', 'D',
'TMXIB6BJV0VP', '0',
'SLEU8C4RU92C', '0',
'IQTV39YM2ZKG', '0',
'E9XPNEJMR6J0', 'D',
'ISY7DQGQ6AXT', 'D',
'ABKGYPIUUQ8D', '0',
'VEWCUZXS09HI', '0',
'GRPPHLO7CMFZ', '0',
'FLLBC33JJSGK', '0',
'YZ0IXN7SPEP9', '0',
'N7IHPKY899XW', 'D',
'JMXBAVF18JT1', '0',
'6QBSLTR5MD0Z', '0',
'B8ICBGX08TTY', 'D',
'TVDFWYFLXTVN', '0',
'ILA5HXF0ULCC', 'D',
'KFPTD0W8ZSCE', 'D',
'V8TZPBRYBB0F', '0',
'47XGILVX3ISB', '0',
'BVW32HURJ8JT', 'D',
'U2K0RH7DV77D', '0',
'D2T4FQG4BW8M', 'D',
'0E9X8IU02UGB', '0',
'6T6WIB70P1ZN', '0',
'7PMAVZ463ENI', 'D',
'0SAS3PBTZ0LI', 'D',
'4J8PZ9NIQ2XI', 'D',
'KTACOJ195MIA', '0',
'NTJVF0N10DU8', 'D',
'FBPGIEZPS2DR', '0',
'MWZ6WMJPDW09', '0',
'JQ6F0G945UP4', '0',
'XTJEPFGVK069', '0',
'GRWCSDAGD5TK', '0',
'7VYQGVHNVK01', '0',
'Y7HZL8RIO6MN', '0',
'G8OM757GD4D8', '0',
'15993M0QHELV', '0',
'45J1Z9FGN655', '0',
'V5XONRM3SXS3', '0',
'V629Q9AT5UQX', '0',
'FSFR81P9155B', '0',
'JBN82F4QJT3F', '0',
'3OZO7TTED21U', '0',
'OBAW34QYATHR', '0',
'9MJFTJ5WYIF7', 'D',
'DVUGFX7FBQGD', 'D',
'M0D5581B9RN3', 'D',
'UFF626CUFU1Q', '0',
'ECX2W9MDGNZU', 'D',
'NA5S3MOCTJFQ', '0',
'L6E7YA3AIBW1', '0',
'UX2VWS642YD6', '0',
'P0JEI3D5QQW3', '0',
'G52865K404JZ', '0',
'A3O52E041A4K', 'D',
'2D1QAG33H9DK', 'C',
'WMPEZW3FRL1Y', '0',
'UDMZ7TT998Q7', '0',
'M9IXULI5W9N2', 'D',
'ITG3DKY98X5W', 'D',
'QGLIT9E8QSKS', 'D',
'FSPYDP87NMI8', 'D',
'HEZKQ5XE0C9O', '0',
'U6ELH1YQ29FX', 'D',
'I9JPINC21NSJ', '0',
'CEESE5FOHITB', '0',
'R8YNOQC22MAE', '0',
'PZ0TQA78UF8N', 'D',
'4D4GLTA3367M', '0',
'95U9JZS9HJS4', '0',
'MXXMDNBRYS2H', '0',
'SZEWJ0TXHOAU', '0',
'B4NNVQG1IMRF', '0',
'YLDBBA7VOR0U', '0',
'6GI7SAW91URY', '0',
'IOGYH3F0OC3B', 'D',
'7CQ7UG9N9M94', 'D',
'13P40O0U9HL0', '0',
'F9ZSG0CD6V67', '0',
'9HGQT49A6EOY', '0',
'GQ6ZH9TLJJ30', '0',
'L1JFHALZ7JQP', 'D',
'4XEM6M21Z60O', '0',
'2V5ZOFNJNF81', '0',
'E3PNBQ251JVY', '0',
'5O5INPKLR52B', 'D',
'YG1WPZIMMCHV', '0',
'AXF9G66J37JT', '0',
'WMQYJVCR38FK', '0',
'3DP6GRAPLXYC', '0',
'CVFADT30BR9M', '0',
'KIUB2JU9K1GG', 'D',
'UAPSUDCAHUK2', 'D',
'M9KSJE10Q3OK', '0',
'ULN2TE2CFKQD', '0',
'MZ9S1WBOMYN0', '0',
'8RNXN9OF25RI', '0',
'2LWDAERWN1U2', '0',
'B7M1K4CPD1FV', 'D',
'1XYJOYS6Y9P8', '0',
'1NAQ3OTMED63', '0',
'LDHZSVIQHCEJ', 'D',
'E31LLZOS6L5K', 'D',
'7Z21P7M6YZ6G', '0',
'1RQ5M0V7TFMG', '0',
'7QH8OI0F5SYR', 'D',
'2G8FO10AX8UK', '0',
'FZ8QOLLGKHAT', 'D',
'ZCLWC5MWNGI0', 'D',
'LKZFXFPX6PPP', '0',
'SSGE8BCAZ0VL', 'D',
'BWXWQWO6BX2Z', '0',
'S7T8CCD9C8E2', '0',
'39BI5U8BSC8Q', '0',
'MURMLZCGSNTF', 'D',
'GAWT7TXB319Q', 'D',
'PXPOSBBOOBO4', 'D',
'TTKEN6KPKW7B', '0',
'H3VVWQCCTGT0', 'D',
'P0YRT3L90GMZ', 'D',
'2BY3CX31PKEL', 'D',
'XCI2LYFBB4RM', 'D',
'SPH425S0OT5D', '0',
'WPGT1DMIY141', '0',
'QI6VD5CJI63C', 'D',
'8FUJK3UDVMC7', '0',
'4RN65QXY982Z', 'D',
'9J2WMTRJQ966', '0',
'NFWA1BE07AIA', 'D',
'6I0DYUO8YJ50', '0',
'V83WDZRI0VP3', 'D',
'YN7OM42MVOM7', 'D',
'GX3CXB7KNYYV', '0',
'VXRMHNXYK7OP', 'D',
'FDFY8C0WSAIV', 'D',
'AJWKZ4363HJ4', '0',
'LUMH6U99URGG', '0',
'1P3RKCDVE7EH', 'D',
'V2PDUWJPG7U3', 'D',
'8TVWG9E91LAB', '0',
'JL97OJVBVPNO', '0',
'HRGVE1751PVR', 'D',
'94SOVHUCR532', '0',
'5ARKX6U8X9E3', 'D',
'HUQIQS9XTGU1', '0',
'W00CCYW1GNGA', 'D',
'IYYQSSPOADYB', 'D',
'WNGT5T70CONB', '0',
'ZI0Y5UIYPWXR', 'D',
'NL4GDXA4T8LI', '0',
'FYWIUCQN6ZH0', '0',
'GMKOPU3NY200', 'D',
'BPFBIX7LI4U7', '0',
'VW4GIE6VL1FO', '0',
'VTT5UHOPJIAM', 'D',
'B1VEZZOQGBR2', '0',
'C07ZNW7FO9DU', 'D',
'4WZCGO6JCS1N', 'D',
'WXJJ0FVQEULL', '0',
'WN8GSDT3IOQS', '0',
'Q8XDJTPU8DTN', 'D',
'VQ07OYBDYUIV', '0',
'HKGUFAL3CW5M', '0',
'BLQUEPY07UF2', '0',
'U8YUR4PO0PM8', '0',
'EL892CR8KY5F', 'D',
'KIUMOM6RD06G', '0',
'452F9JVTS7JO', '0',
'CFQPW549KSJP', '0',
'WJEPGRO8NP87', '0',
'V1FRXU7ZG9ZK', '0',
'MG5QYSLSFP95', '0',
'SPUEFSZ9IKX3', 'D',
'N9VRLDPU6OWW', '0',
'EIRWWHAP4KF5', 'D',
'4UV4SVJ19R9K', 'D',
'HYHM0JDDYRCS', 'D',
'3AK6YWBC1PJA', 'D',
'EEBKDRX96GOJ', '0',
'5ZL053A3PFMO', 'D',
'UAOMBN41JXHV', 'D',
'KT3H4AT41V51', 'D',
'NA0XH2M8H9CK', 'D',
'MUA0WOQ994EO', 'D',
'NIXZEHHV8JMA', '0',
'F79PGQWDLJLH', 'D',
'3W3PLUVXAW1E', 'D',
'DO81O9X8TFCP', 'D',
'MK0K5IOZQ8JY', 'D',
'V6H5K4F4G8L3', '0',
'JHWYSXC3MMUF', '0',
'UHA3R8S80RN6', '0',
'QD8DWNAFHKC0', 'D',
'R6S11WF79TQ6', '0',
'0A8JZZCIDG0D', 'D',
'8PWY49H6SQNJ', '0',
'FFU6GRT0XA38', 'D',
'9VDITDRDX0H4', '0',
'WEZVG09TP6PH', 'D',
'MKJTO7JQ4R95', 'D',
'VXZL34B1PHMW', 'D',
'TOGHB4Z75WUF', '0',
'WOUA6FTCPERR', '0',
'BXUW898BY4VT', '0',
'H6KA3KVINY7A', 'D',
'POAMXMCIVPG1', 'D',
'2CPPW9W48DDC', 'D',
'NCVCMNWNGFI9', 'D',
'TROMTP6QJDO8', '0',
'JE5DGKTZJMLY', '0',
'N4B1E7DY8FXM', '0',
'O9Q87DDDGEPY', '0',
'EISLWE4O4UM6', '0',
'ZD670NH6BM02', '0',
'MUAGM5WIMK27', '0',
'B3QMLMQFECI4', 'D',
'3JGOL8JVA1C1', '0',
'ZXK8S8C0D56L', '0',
'PQKJXX13PC3B', '0',
'DXQGKC2CCRX7', 'D',
'8C9U05J7SHKT', '0',
'AT73RH5MDGK0', '0',
'HK9ZQ0WVNU6K', '0',
'UDA995KOFYK4', 'D',
'Y90MGKCJOEQG', '0',
'CR1X4S3A71G7', '0',
'1O0JWTN1YMZQ', 'D',
'0CGADLYS1TDL', 'D',
'U851JXGHDJRE', 'D',
'2OFVV4Q1SV7Y', 'D',
'NVSTUX1NSVKL', '0',
'PFAKHIYNZQ27', '0',
'W0IIWMJ8RPE0', '0',
'0N0N012IS0BZ', 'D',
'RVCYKMSIR1EB', '0',
'J41Q6I42A7Y3', '0',
'E4NK0ERZQEMT', '0',
'4FW2SU1XMCU3', 'D',
'YOBR2F5UBLXM', '0',
'6DBS7A7AWGYH', 'D',
'FQUR25ABT5GX', 'D',
'DO4VXJZ95TLR', '0',
'0M43OD4I40EX', 'D',
'GRNGX2YSOL9F', '0',
'QFVHXAJ45EPQ', 'D',
'FSYZ9LGL2W9W', 'D',
'UT1PA0DF4PCR', '0',
'CHM8YS4GMPIL', 'D',
'RCHEVIFM5SED', 'D',
'9S1LLRJKC0SN', 'D',
'213E26X7MINF', 'D',
'1VNCUTULOGBI', '0',
'8DW12SNFDZCD', 'C',
'8SLNA397JGVV', '0',
'1YQ7AOMWWX00', 'D',
'OBNWGL9TCS2Q', '0',
'I00WTCF1CU7O', '0',
'XGVKJK608BHD', '0',
'SY10ECBPJD6W', '0',
'QEF46EBDNQN6', 'D',
'X8OLCN2HLHS1', 'C',
'E5J2B3Y11BTY', 'D',
'EMM7AQC9EKH8', '0',
'55XKS054OE1P', 'D',
'WNTWXDFY2EIM', 'D',
'J8TM3M4VG16L', 'D',
'0EQPCSY4YLIO', 'D',
'O96Z8K916ACQ', '0',
'8W0MI73PE6IZ', '0',
'6UCKUXL32PKZ', '0',
'HGSDARNSZEV3', 'D',
'XFAIVGAMSAZ2', '0',
'JSTMZ3LN4GC4', '0',
'5SVZ8JKRICTV', 'D',
'8LLQF084XSB7', 'D',
'PAX3J1A9QRF7', '0',
'JF23ITUHDX5R', '0',
'5G1SFURDGO73', '0',
'TVRZVA9PJZEB', '0',
'46GV0F60F9AO', 'B',
'FPWDJ3VMADBT', '0',
'9B5KO2P1J4KX', '0',
'8BRW9BBLRVZ4', 'D',
'18PDI7Y3QW6E', 'D',
'QBGP1MTAR6SA', '0',
'5OFXAFL3X65U', 'D',
'Y071PST8TI5D', 'B',
'CXDAYU75PQ5H', 'D',
'J0CCOXI3IUTH', 'D',
'D47GQJXDZNBL', '0',
'2F18LF17J0NB', '0',
'A1H21X4OAHUS', 'D',
'HGZ1DZLG0YI5', '0',
'VDP0G2F3F6FX', '0',
'ZW6OJBH4N0PZ', '0',
'WOEEALQKOFVV', 'B',
'EBLJHZQHZ4W6', '0',
'VGDF3FZU775I', 'D',
'6LWY7HCW4OEB', '0',
'BS8II5FV0F4G', 'D',
'7C8K98V1YNF5', '0',
'O445B7DRF0K8', '0',
'IGSAUHG6EYCT', '0',
'5H59KF0JG7YY', 'D',
'6AD9ZU116H87', 'D',
'V8O7Q9FSOGD4', '0',
'2WT6MV4527DR', 'D',
'TFB813R1JUVU', '0',
'EV3KW7QLNNSI', '0',
'3FSBAA7NCGZK', '0',
'P2S1ZTHR9WDA', 'D',
'JDEDJE12ZXT3', '0',
'P0Z4AORYPQPJ', 'D',
'MQSUD4UY3IYC', '0',
'8F8RFQR6KND6', '0',
'3WWZY5CH9WJK', 'D',
'N7MPQBI3QQIM', '0',
'67IOC3T67K89', '0',
'IS3IUM4PX5WE', '0',
'BBWS3BIW0ABI', 'D',
'PBXB1RU9GYBI', 'D',
'E6BX6XXYMNMB', '0',
'IIZOOPBTBWW9', 'D',
'PU2QJ4EHKUAN', '0',
'EGP24FEJG6BK', '0',
'VERQWJX8I55I', '0',
'7HXY2OEOLQBT', '0',
'7YCNIEXZLI66', '0',
'SEDAKZQ0KNOC', '0',
'IZPDW21USL2L', 'D',
'7DG29U58YJT9', '0',
'2CL5JUU0WDYF', 'D',
'X2A7P7HBEPUD', 'D',
'CYYKG13AX9EE', 'D',
'AP40PRSLAM9F', 'D',
'2NBPVUZI91QN', '0',
'8KSZQWBDFUJ9', '0',
'07FE8A9JDKN3', '0',
'DGIZKV2QXQ96', '0',
'IHNUZWCY3C8F', 'D',
'S9L4Q9SZY7HL', 'D',
'F44GV1H8TM5R', 'D',
'K227YCX2CSS2', '0',
'VFZCTS8SCK9U', '0',
'B237QA5B91H5', '0',
'TQ2MAH8AXIWV', 'D',
'1SRQUOFSYEF6', '0',
'HAGC082QYYFK', 'D',
'RTNSEKGLNXCA', '0',
'5Q0SV3SPSM7L', 'D',
'S98XKQHTI1XZ', '0',
'EX7MMFT0YG1S', '0',
'PB08VHUIOMMQ', '0',
'I2OMOYZ6BJO0', '0',
'MTF4TBCU2IKT', '0',
'ZFXVFZATK07M', 'D',
'4M2LXAB2WQ5Q', '0',
'D0H4CDNRABS3', '0',
'J3LQ94KRIUJH', '0',
'3Z4ZU0N1MY5L', 'D',
'ZD3P56X7Q40C', '0',
'IBZELYKGYFJ1', 'D',
'Y6G6M850KOJE', '0',
'SX5IACW4PZ5N', '0',
'DDOL4C31U4CX', '0',
'L6AG8MZSVY8C', 'D',
'FDQX501UCHY1', 'C',
'7OV845J2MGH5', '0',
'QZYU1XCM3HEK', '0',
'HJQ7J1JIH8LN', 'D',
'THLB627Z0O2S', '0',
'8RD31VCM6LAY', '0',
'IC6H5I47OII0', 'D',
'0UVAKPZBEX3L', '0',
'YE0JYWZEL6YZ', 'D',
'VZF4PJTSOHFT', '0',
'S7H78RCSSKL8', '0',
'W6AS5ROGG1D5', '0',
'4R6CRODHPMRP', 'D',
'Y57Y4EIGMKH6', '0',
'5ASNMK1DTGZC', 'D',
'770Y2GKJPF5A', 'D',
'YAKOTUQS2Q1F', '0',
'NF47TYAFUDJB', '0',
'LJGHR9LM6ZI6', '0',
'AA8QLA5KA8Z6', '0',
'A08F3QQLNTXE', 'C',
'C0F47VRP5F6M', '0',
'R9YIXZYISWZT', '0',
'ZEJ02PCATT5E', 'D',
'8ZQNLGH51RUO', 'D',
'A58DF9T4QIWZ', 'D',
'BYDTL1TJ80CI', '0',
'LFNRL0XYEDP3', '0',
'693O522MD5Q3', 'D',
'JRRHF283O3MP', '0',
'NY3GEILHC2G8', '0',
'QNU5WE8MLID4', '0',
'X6Z9AN95U5WE', 'C',
'N55KIAXOJKPB', 'D',
'FENUVH51FM5W', 'D',
'YPIUSA25DWD9', '0',
'FUI40YMVWKZQ', 'B',
'G7Y20WGB0E2X', 'D',
'4CUQFPRPLKNY', 'D',
'05AKQXR0FHFK', 'D',
'BKMZ7UT34UUG', '0',
'8LATNMJMNNL2', '0',
'B60RAIZGO5HP', 'D',
'L1OH8YYMMGND', '0',
'EZSX8QB8H0EX', '0',
'RUH8DKKGC765', '0',
'6X29HO1KVQZY', '0',
'ZGVTWYT4JF0D', '0',
'J1WA7PK5G72F', 'D',
'Y4PO6IA73YWG', 'D',
'5MT570YU8SJO', 'D',
'D1WWNKED7ZDL', '0',
'R7EBICHIHYDB', '0',
'EAOLGCK0NGF2', '0',
'P6IQ0XKH7O7O', 'D',
'SJ6CW9YTF84C', 'D',
'GFLNSO799NMR', 'D',
'OSLFQ4M6VN0S', '0',
'DMEEOTW1577W', 'B',
'9336ZNHT5H2U', '0',
'8TP86FMLLZXH', 'B',
'9N5Y6XP8QQ7J', '0',
'IPGQFQL8MZJF', 'D',
'MCMAILM6063V', '0',
'JCMET0N75FC5', 'D',
'8YMI2SA8N5ME', '0',
'H7MQMY6HJVAP', '0',
'7JUWAB2UFBXE', 'D',
'RQY6FD5DOMW7', 'D',
'80ZX6KJ68HS1', 'D',
'BRHVE47C5P54', '0',
'5I80HXKAIBB0', '0',
'HCIYHF894WCW', 'D',
'Y2QH71RFC80T', 'D',
'PFUG0X830J6M', '0',
'HROUUUCX6G43', '0',
'NR9ZWG22SYYY', '0',
'B6ULRLZ6W1UE', 'D',
'DE9H9WLYK9AD', 'D',
'IAC64JZHR3G7', 'B',
'PV1V8T53BZKM', 'D',
'PVD834ES3JEV', '0',
'TFHWEJ3IW2UL', 'D',
'1H9L08LIC2RS', '0',
'2TG1UBNVO91O', '0',
'TWD762N8D2W8', 'D',
'AOBYXZLF9HGK', '0',
'IG4PKJXZ5JBV', '0',
'80T2J3RULP87', '0',
'EJTQHO9WV2UT', '0',
